"AUDTYR02.Code.or.Value","AUDTYR02.Value.Description","AUDTYR02.Count","AUDTYR02.Cumulative","AUDTYR02.Skip.to.Item"
"0 to 1.03","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
