"AUXRR149.Code.or.Value","AUXRR149.Value.Description","AUXRR149.Count","AUXRR149.Cumulative","AUXRR149.Skip.to.Item"
"-8 to 42","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
