"SMQ661.Code.or.Value","SMQ661.Value.Description","SMQ661.Count","SMQ661.Cumulative","SMQ661.Skip.to.Item"
"1","Marlboro",8,8,""
"2","Camel",3,11,"SMQ665B"
"3","Newport",4,15,"SMQ665C"
"8","Other brand",3,18,"SMQ665D"
"9","No usual brand",4,22,"SMQ670"
"10","Hand-rolled cigarettes",1,23,"SMQ670"
"77","Refused",0,23,"SMQ670"
"99","Don't know",1,24,"SMQ670"
".","Missing",6977,7001,""
