"MCQ035.Code.or.Value","MCQ035.Value.Description","MCQ035.Count","MCQ035.Cumulative","MCQ035.Skip.to.Item"
"1","Yes",793,793,""
"2","No",474,1267,"MCQ053"
"7","Refused",0,1267,"MCQ053"
"9","Don't know",21,1288,"MCQ053"
".","Missing",9182,10470,""
