"AUXLR138.Code.or.Value","AUXLR138.Value.Description","AUXLR138.Count","AUXLR138.Cumulative","AUXLR138.Skip.to.Item"
"-29 to 37","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
