"CBQ738cd.Code.or.Value","CBQ738cd.Value.Description","CBQ738cd.Count","CBQ738cd.Cumulative","CBQ738cd.Skip.to.Item"
"91","Others",87,87,NA
".","Missing",5177,5264,NA
