"LBD151LC.Code.or.Value","LBD151LC.Value.Description","LBD151LC.Count","LBD151LC.Cumulative","LBD151LC.Skip.to.Item"
"0","At or above the detection limit",1470,1470,NA
"1","Below lower detection limit",400,1870,NA
".","Missing",415,2285,NA
