"AUXRR125.Code.or.Value","AUXRR125.Value.Description","AUXRR125.Count","AUXRR125.Cumulative","AUXRR125.Skip.to.Item"
"-32 to 67","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
