"AUXLR151.Code.or.Value","AUXLR151.Value.Description","AUXLR151.Count","AUXLR151.Cumulative","AUXLR151.Skip.to.Item"
"-8 to 128","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
