"RHQ200.Code.or.Value","RHQ200.Value.Description","RHQ200.Count","RHQ200.Cumulative","RHQ200.Skip.to.Item"
"1","Yes",46,46,NA
"2","No",124,170,NA
"7","Refused",0,170,NA
"9","Don't know",0,170,NA
".","Missing",3301,3471,NA
