"SMQ905.Code.or.Value","SMQ905.Value.Description","SMQ905.Count","SMQ905.Cumulative","SMQ905.Skip.to.Item"
"0 to 30","Range of Values",1149,1149,NA
"77","Refused",0,1149,NA
"99","Don't know",1,1150,NA
".","Missing",5574,6724,NA
