"DR2_040Z.Code.or.Value","DR2_040Z.Value.Description","DR2_040Z.Count","DR2_040Z.Cumulative","DR2_040Z.Skip.to.Item"
"1","Yes",87363,87363,NA
"2","No",33309,120672,NA
"7","Refused",0,120672,NA
"9","Don't know",0,120672,NA
".","Missing",669,121341,NA
