"AUXLR135.Code.or.Value","AUXLR135.Value.Description","AUXLR135.Count","AUXLR135.Cumulative","AUXLR135.Skip.to.Item"
"-18 to 80","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
