"TYXP100.Code.or.Value","TYXP100.Value.Description","TYXP100.Count","TYXP100.Cumulative","TYXP100.Skip.to.Item"
"-299 to 79","Range of Values",8463,8463,NA
".","Missing",6,8469,NA
