"AUXRR231.Code.or.Value","AUXRR231.Value.Description","AUXRR231.Count","AUXRR231.Cumulative","AUXRR231.Skip.to.Item"
"-59 to 60","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
