"AUQ290.Code.or.Value","AUQ290.Value.Description","AUQ290.Count","AUQ290.Cumulative","AUQ290.Skip.to.Item"
"1","Yes",505,505,NA
"2","No",2663,3168,NA
"7","Refused",0,3168,NA
"9","Don't know",1,3169,NA
".","Missing",6653,9822,NA
