"AUXRR231.Code.or.Value","AUXRR231.Value.Description","AUXRR231.Count","AUXRR231.Cumulative","AUXRR231.Skip.to.Item"
"-24 to 107","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
