"KIQ010.Code.or.Value","KIQ010.Value.Description","KIQ010.Count","KIQ010.Cumulative","KIQ010.Skip.to.Item"
"1","drops,",807,807,NA
"2","small splashes, or",217,1024,NA
"3","more?",78,1102,NA
"7","Refused",0,1102,NA
"9","Don't know",9,1111,NA
".","Missing",3868,4979,NA
