"DBQ920.Code.or.Value","DBQ920.Value.Description","DBQ920.Count","DBQ920.Cumulative","DBQ920.Skip.to.Item"
"1","Yes",828,828,""
"2","No",8820,9648,"DBQ715a"
"7","Refused",1,9649,"DBQ715a"
"9","Don't know",17,9666,"DBQ715a"
".","Missing",483,10149,""
