"SMQ725.Code.or.Value","SMQ725.Value.Description","SMQ725.Count","SMQ725.Cumulative","SMQ725.Skip.to.Item"
"1","Today",642,642,NA
"2","Yesterday",433,1075,NA
"3","3 to 5 days ago",104,1179,NA
"7","Refused",1,1180,NA
"9","Don't know",0,1180,NA
".","Missing",5578,6758,NA
