"AUXLR112.Code.or.Value","AUXLR112.Value.Description","AUXLR112.Count","AUXLR112.Cumulative","AUXLR112.Skip.to.Item"
"-73 to 64","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
