"AUXLR217.Code.or.Value","AUXLR217.Value.Description","AUXLR217.Count","AUXLR217.Cumulative","AUXLR217.Skip.to.Item"
"-53 to 62","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
