"TYXP255.Code.or.Value","TYXP255.Value.Description","TYXP255.Count","TYXP255.Cumulative","TYXP255.Skip.to.Item"
"-299 to -25","Range of Values",138,138,NA
".","Missing",8331,8469,NA
