"AUXRR159.Code.or.Value","AUXRR159.Value.Description","AUXRR159.Count","AUXRR159.Cumulative","AUXRR159.Skip.to.Item"
"-36 to 38","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
