"AUXLR168.Code.or.Value","AUXLR168.Value.Description","AUXLR168.Count","AUXLR168.Cumulative","AUXLR168.Skip.to.Item"
"-8 to 48","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
