"AUXRR233.Code.or.Value","AUXRR233.Value.Description","AUXRR233.Count","AUXRR233.Cumulative","AUXRR233.Skip.to.Item"
"-17 to 46","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
