"CIQD081.Code.or.Value","CIQD081.Value.Description","CIQD081.Count","CIQD081.Cumulative","CIQD081.Skip.to.Item"
"1","Yes",2,2,"CIQD095"
"2","No",9,11,"CIQD095"
"7","Refuse",0,11,"CIQD095"
"9","Don't know",0,11,"CIQD095"
".","Missing",767,778,""
