"AUXLR282.Code.or.Value","AUXLR282.Value.Description","AUXLR282.Count","AUXLR282.Cumulative","AUXLR282.Skip.to.Item"
"-31 to 50","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
