"CBQ596.Code.or.Value","CBQ596.Value.Description","CBQ596.Count","CBQ596.Cumulative","CBQ596.Skip.to.Item"
"1","Yes",1360,1360,NA
"2","No",4783,6143,NA
"7","Refused",0,6143,NA
"9","Don't know",18,6161,NA
".","Missing",3093,9254,NA
