"AUXLR183.Code.or.Value","AUXLR183.Value.Description","AUXLR183.Count","AUXLR183.Cumulative","AUXLR183.Skip.to.Item"
"-17 to 52","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
