"MCQ084.Code.or.Value","MCQ084.Value.Description","MCQ084.Count","MCQ084.Cumulative","MCQ084.Skip.to.Item"
"1","Yes",320,320,NA
"2","No",1469,1789,NA
"7","Refused",1,1790,NA
"9","Don't know",1,1791,NA
".","Missing",7573,9364,NA
