"HUQ090.Code.or.Value","HUQ090.Value.Description","HUQ090.Count","HUQ090.Cumulative","HUQ090.Skip.to.Item"
"1","Yes",663,663,NA
"2","No",8124,8787,NA
"7","Refused",0,8787,NA
"9","Don't know",5,8792,NA
".","Missing",1330,10122,NA
