"AUDTYR56.Code.or.Value","AUDTYR56.Value.Description","AUDTYR56.Count","AUDTYR56.Cumulative","AUDTYR56.Skip.to.Item"
"0 to 3.47","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
