"TYXP223.Code.or.Value","TYXP223.Value.Description","TYXP223.Count","TYXP223.Cumulative","TYXP223.Skip.to.Item"
"-297 to 163","Range of Values",161,161,NA
".","Missing",5424,5585,NA
