"AUXLR275.Code.or.Value","AUXLR275.Value.Description","AUXLR275.Count","AUXLR275.Cumulative","AUXLR275.Skip.to.Item"
"-23 to 75","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
