"OHQ850.Code.or.Value","OHQ850.Value.Description","OHQ850.Count","OHQ850.Cumulative","OHQ850.Skip.to.Item"
"1","Yes",1044,1044,NA
"2","No",3769,4813,NA
"7","Refused",1,4814,NA
"9","Don't know",20,4834,NA
".","Missing",343,5177,NA
