"DIQ150.Code.or.Value","DIQ150.Value.Description","DIQ150.Count","DIQ150.Cumulative","DIQ150.Skip.to.Item"
"1","Yes",515,515,NA
"2","No",370,885,NA
"7","Refused",0,885,NA
"9","Don't know",2,887,NA
".","Missing",9583,10470,NA
