"AUXLR120.Code.or.Value","AUXLR120.Value.Description","AUXLR120.Count","AUXLR120.Cumulative","AUXLR120.Skip.to.Item"
"-51 to 69","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
