"AUXRR227.Code.or.Value","AUXRR227.Value.Description","AUXRR227.Count","AUXRR227.Cumulative","AUXRR227.Skip.to.Item"
"-82 to 48","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
