"AUXLR262.Code.or.Value","AUXLR262.Value.Description","AUXLR262.Count","AUXLR262.Cumulative","AUXLR262.Skip.to.Item"
"-22 to 41","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
