"DBQ400.Code.or.Value","DBQ400.Value.Description","DBQ400.Count","DBQ400.Cumulative","DBQ400.Skip.to.Item"
"1","Yes",1984,1984,""
"2","No",408,2392,"DBQ422"
"7","Refused",0,2392,"DBQ422"
"9","Don't know",50,2442,"DBQ422"
".","Missing",7707,10149,""
