"AUXRR121.Code.or.Value","AUXRR121.Value.Description","AUXRR121.Count","AUXRR121.Cumulative","AUXRR121.Skip.to.Item"
"-69 to 77","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
