"AUDTYR49.Code.or.Value","AUDTYR49.Value.Description","AUDTYR49.Count","AUDTYR49.Cumulative","AUDTYR49.Skip.to.Item"
"0 to 4.75","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
