"AUXLR123.Code.or.Value","AUXLR123.Value.Description","AUXLR123.Count","AUXLR123.Cumulative","AUXLR123.Skip.to.Item"
"-36 to 80","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
