"AUXRR150.Code.or.Value","AUXRR150.Value.Description","AUXRR150.Count","AUXRR150.Cumulative","AUXRR150.Skip.to.Item"
"-37 to 50","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
