"AUXRR165.Code.or.Value","AUXRR165.Value.Description","AUXRR165.Count","AUXRR165.Cumulative","AUXRR165.Skip.to.Item"
"-23 to 134","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
