"AUDTYL73.Code.or.Value","AUDTYL73.Value.Description","AUDTYL73.Count","AUDTYL73.Cumulative","AUDTYL73.Skip.to.Item"
"0 to 0.91","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
