"AUXLR256.Code.or.Value","AUXLR256.Value.Description","AUXLR256.Count","AUXLR256.Cumulative","AUXLR256.Skip.to.Item"
"-55 to 71","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
