"SMQ817.Code.or.Value","SMQ817.Value.Description","SMQ817.Count","SMQ817.Cumulative","SMQ817.Skip.to.Item"
"1 to 5","Range of Values",57,57,NA
"7","Refused",0,57,NA
"9","Don't know",1,58,NA
".","Missing",6932,6990,NA
