"SMD057.Code.or.Value","SMD057.Value.Description","SMD057.Count","SMD057.Cumulative","SMD057.Skip.to.Item"
"1 to 95","Range of Values",1260,1260,NA
"777","Refused",0,1260,NA
"999","Don't know",11,1271,NA
".","Missing",4140,5411,NA
