"AUXLR134.Code.or.Value","AUXLR134.Value.Description","AUXLR134.Count","AUXLR134.Cumulative","AUXLR134.Skip.to.Item"
"-31 to 38","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
