"TYXP203.Code.or.Value","TYXP203.Value.Description","TYXP203.Count","TYXP203.Cumulative","TYXP203.Skip.to.Item"
"-297 to 102","Range of Values",354,354,NA
".","Missing",5231,5585,NA
