"KIQ321.Code.or.Value","KIQ321.Value.Description","KIQ321.Count","KIQ321.Cumulative","KIQ321.Skip.to.Item"
"1","Yes",598,598,NA
"2","No",857,1455,NA
"7","Refused",0,1455,NA
"9","Don't know",8,1463,NA
".","Missing",923,2386,NA
