"AUDTYR07.Code.or.Value","AUDTYR07.Value.Description","AUDTYR07.Count","AUDTYR07.Cumulative","AUDTYR07.Skip.to.Item"
"0 to 1.59","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
