"KIQ010.Code.or.Value","KIQ010.Value.Description","KIQ010.Count","KIQ010.Cumulative","KIQ010.Skip.to.Item"
"1","drops,",1057,1057,NA
"2","small splashes, or",341,1398,NA
"3","more?",170,1568,NA
"7","Refused",1,1569,NA
"9","Don't know",8,1577,NA
".","Missing",4192,5769,NA
