"TYXP248.Code.or.Value","TYXP248.Value.Description","TYXP248.Count","TYXP248.Cumulative","TYXP248.Skip.to.Item"
"-297 to -25","Range of Values",154,154,NA
".","Missing",8315,8469,NA
