"AUXLR153.Code.or.Value","AUXLR153.Value.Description","AUXLR153.Count","AUXLR153.Cumulative","AUXLR153.Skip.to.Item"
"-14 to 52","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
