"RHQ554.Code.or.Value","RHQ554.Value.Description","RHQ554.Count","RHQ554.Cumulative","RHQ554.Skip.to.Item"
"1","Yes",306,306,""
"2","No",102,408,"RHQ562"
"7","Refused",0,408,"RHQ562"
"9","Don't know",37,445,"RHQ562"
".","Missing",3152,3597,""
