"TYXP193.Code.or.Value","TYXP193.Value.Description","TYXP193.Count","TYXP193.Cumulative","TYXP193.Skip.to.Item"
"-298 to 128","Range of Values",539,539,NA
".","Missing",5046,5585,NA
