"SMQ780.Code.or.Value","SMQ780.Value.Description","SMQ780.Count","SMQ780.Cumulative","SMQ780.Skip.to.Item"
"1 to 30","Range of Values",125,125,NA
"77","Refused",0,125,NA
"99","Don't know",0,125,NA
".","Missing",7244,7369,NA
