"TYXP123.Code.or.Value","TYXP123.Value.Description","TYXP123.Count","TYXP123.Cumulative","TYXP123.Skip.to.Item"
"-297 to 76","Range of Values",5245,5245,NA
".","Missing",340,5585,NA
