"CIQD079.Code.or.Value","CIQD079.Value.Description","CIQD079.Count","CIQD079.Cumulative","CIQD079.Skip.to.Item"
"1","Spouse",0,0,"CIQD095"
"2","Child",0,0,"CIQD095"
"3","Parent/Sibling",1,1,"CIQD095"
"4","Other Relative",1,2,"CIQD095"
"5","Nonrelative",1,3,"CIQD095"
"7","Refuse",0,3,"CIQD095"
"9","Don't know",0,3,"CIQD095"
".","Missing",775,778,""
