"RHQ190.Code.or.Value","RHQ190.Value.Description","RHQ190.Count","RHQ190.Cumulative","RHQ190.Skip.to.Item"
"11 to 57","Range of Values",1859,1859,NA
"777","Refused",0,1859,NA
"999","Don't know",12,1871,NA
".","Missing",1646,3517,NA
