"TYXP216.Code.or.Value","TYXP216.Value.Description","TYXP216.Count","TYXP216.Cumulative","TYXP216.Skip.to.Item"
"-295 to 180","Range of Values",191,191,NA
".","Missing",5394,5585,NA
